Fund Name,Fund Symbol,Date Updated,Fund Holding Stock Name Via Vanguard,Fund Holding Stock Ticker,Fund Holding Percentage,Share Price Test
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Ameriprise Financial Inc.,AMP,0.063883%,133.89
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Southwest Airlines Co.,LUV,0.059982%,41.92
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Hess Corp.,HES,0.070729%,67.86
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,VF Corp.,VFC,0.061502%,73.33
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Devon Energy Corp.,DVN,0.064917%,53.84
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,PPL Corp.,PPL,0.062008%,35.32
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,PACCAR Inc.,PCAR,0.066592%,69.45
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Health Care REIT Inc.,HCN,0.060668%,76.37
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Baker Hughes Inc.,BHI,0.066513%,55.77
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,HCA Holdings Inc.,HCA,0.061421%,73.56
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Broadcom Corp. Class A,BRCM,0.057542%,42.83
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Sysco Corp.,SYY,0.068083%,40.13
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Franklin Resources Inc.,BEN,0.059557%,56.39
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Netflix Inc.,NFLX,0.062396%,334.63
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Lorillard Inc.,LO,0.059073%,63.18
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Western Digital Corp.,WDC,0.062826%,108.04
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Avago Technologies Ltd. Class A,AVGO,0.057175%,100.55
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Waste Management Inc.,WM,0.062531%,49.07
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,International Paper Co.,IP,0.058443%,54.42
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Humana Inc.,HUM,0.054409%,142.48
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,SanDisk Corp.,SNDK,0.063547%,101.73
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Moody's Corp.,MCO,0.055204%,96.17
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Public Service Enterprise Group Inc.,PEG,0.058186%,41.56
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Noble Energy Inc.,NBL,0.055606%,45.39
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Macy's Inc.,M,0.059872%,61.22
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Prologis Inc.,PLD,0.054813%,42.89
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,SunTrust Banks Inc.,STI,0.059986%,41.02
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Delphi Automotive plc,DLPH,0.055866%,71.16
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Perrigo Co. plc,PRGO,0.052124%,156.54
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,T. Rowe Price Group Inc.,TROW,0.061755%,84.21
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,AvalonBay Communities Inc.,AVB,0.053872%,164.31
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Edison International,EIX,0.056762%,64.43
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,HCP Inc.,HCP,0.053806%,45.3
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Ventas Inc.,VTR,0.057908%,73.67
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Mead Johnson Nutrition Co.,MJN,0.052856%,101.99
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Reynolds American Inc.,RAI,0.057892%,65.39
