Fund Name,Fund Symbol,Date Updated,Fund Holding Stock Name Via Vanguard,Fund Holding Stock Ticker,Fund Holding Percentage,Share Price Test
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Ingredion Inc.,INGR,0.017453%,83.27
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Innophos Holdings Inc.,IPHS,0.014581%,54.72
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Vector Group Ltd.,VGR,0.012897%,20.64
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Scotts Miracle-Gro Co. Class A,SMG,0.012452%,61.4
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,First Commonwealth Financial Corp.,FCF,0.012430%,8.74
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Leidos Holdings Inc.,LDOS,0.012077%,42.98
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,A Schulman Inc.,SHLM,0.011477%,38.22
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Emerson Electric Co.,EMR,0.011355%,61.32
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Republic Services Inc. Class A,RSG,0.010848%,39.32
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Olin Corp.,OLN,0.009696%,23.45
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Mercury General Corp.,MCY,0.009479%,55.42
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,RPM International Inc.,RPM,0.009247%,48.66
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Cracker Barrel Old Country Store Inc.,CBRL,0.007444%,131.61
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Hanover Insurance Group Inc.,THG,0.007021%,70.77
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,WGL Holdings Inc.,WGL,0.006754%,53.45
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,General Mills Inc.,GIS,0.006439%,52.48
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Avista Corp.,AVA,0.003591%,34.5
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Cato Corp. Class A,CATO,0.002467%,40.08
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,EarthLink Holdings Corp.,ELNK,0.002283%,4.39
Vanguard Equity Income Fund Investor Shares,VEIPX,9/30/2014,Boston Private Financial Holdings Inc.,BPFH,0.002014%,13.1
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Johnson & Johnson,JNJ,2.900000%,106.72
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Wells Fargo & Co.,WFC,2.700000%,54.43
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Procter & Gamble Co.,PG,2.300000%,90.41
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,JPMorgan Chase & Co.,JPM,2.200000%,61.14
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Pfizer Inc.,PFE,1.900000%,31.65
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Bank of America Corp.,BAC,1.800000%,17.47
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Intel Corp.,INTC,1.700000%,36.7
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Merck & Co. Inc.,MRK,1.700000%,59.34
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Citigroup Inc.,C,1.600000%,54.51
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Google Inc. Class A,GOOGL,1.576590%,532.11
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Walt Disney Co.,DIS,1.550803%,91.75
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Google Inc. Class C,GOOG,1.546232%,528.34
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,PepsiCo Inc.,PEP,1.420019%,96.29
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Oracle Corp.,ORCL,1.305527%,40.76
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,QUALCOMM Inc.,QCOM,1.299566%,71.99
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Home Depot Inc.,HD,1.286325%,100.27
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Amgen Inc.,AMGN,1.202028%,166.08
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Visa Inc. Class A,V,1.181237%,263.12
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Union Pacific Corp.,UNP,1.024384%,114.35
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,AbbVie Inc.,ABBV,0.992303%,67.03
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Bristol-Myers Squibb Co.,BMY,0.941152%,59.68
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,UnitedHealth Group Inc.,UNH,0.904825%,99.73
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Celgene Corp.,CELG,0.840548%,116.74
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,MasterCard Inc. Class A,MA,0.823268%,87.69
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,American Express Co.,AXP,0.802623%,93.13
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,US Bancorp/MN,USB,0.752217%,44.7
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,American International Group Inc.,AIG,0.748916%,55.18
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Biogen Idec Inc.,BIIB,0.743466%,342.33
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Occidental Petroleum Corp.,OXY,0.685048%,75.08
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Time Warner Inc.,TWX,0.665186%,83.31
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Hewlett-Packard Co.,HPQ,0.658046%,38.47
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Medtronic Inc.,MDT,0.654394%,73.77
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Eli Lilly & Co.,LLY,0.646770%,71.61
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Abbott Laboratories,ABT,0.641608%,44.46
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Actavis plc,ACT,0.624986%,263
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Priceline Group Inc.,PCLN,0.615752%,1114.27
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Colgate-Palmolive Co.,CL,0.598097%,69.28
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,EMC Corp./MA,EMC,0.576448%,29.23
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Allergan Inc./United States,AGN,0.573663%,211.14
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Express Scripts Holding Co.,ESRX,0.561541%,83.98
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Lowe's Cos. Inc.,LOW,0.558981%,65.76
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Starbucks Corp.,SBUX,0.535574%,83.12
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Ford Motor Co.,F,0.525632%,15.28
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Texas Instruments Inc.,TXN,0.519674%,54.49
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,NIKE Inc. Class B,NKE,0.515989%,96.93
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,MetLife Inc.,MET,0.482134%,55.21
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Morgan Stanley,MS,0.480443%,37.4
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,McKesson Corp.,MCK,0.460507%,209.59
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,PNC Financial Services Group Inc.,PNC,0.457860%,88.95
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Thermo Fisher Scientific Inc.,TMO,0.457154%,126.72
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Anadarko Petroleum Corp.,APC,0.451123%,75.25
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,FedEx Corp.,FDX,0.437770%,176.88
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Bank of New York Mellon Corp.,BK,0.430754%,40.54
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,TJX Cos. Inc.,TJX,0.430284%,65.6
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Kimberly-Clark Corp.,KMB,0.421624%,114.04
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Covidien plc,COV,0.410370%,101.85
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Capital One Financial Corp.,COF,0.409840%,82.38
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Williams Cos. Inc.,WMB,0.406520%,44.13
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,General Motors Co.,GM,0.400733%,32.19
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Prudential Financial Inc.,PRH,0.397638%,0.24
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Automatic Data Processing Inc.,ADP,0.386236%,84.6
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,American Tower Corporation,AMT,0.378440%,99.95
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Baxter International Inc.,BAX,0.372536%,73.11
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Alexion Pharmaceuticals Inc.,ALXN,0.371529%,191.62
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Praxair Inc.,PX,0.360246%,126.26
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,ACE Ltd.,ACE,0.359348%,115.09
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CSX Corp.,CSX,0.351994%,35.38
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,salesforce.com inc,CRM,0.350222%,55.48
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Micron Technology Inc.,MU,0.347012%,35.19
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Adobe Systems Inc.,ADBE,0.344850%,69.74
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,WellPoint Inc.,ANTM,0.340533%,125.4
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Travelers Cos. Inc.,TRV,0.335444%,104.57
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Norfolk Southern Corp.,NSC,0.334739%,102.63
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Kraft Foods Group Inc.,KRFT,0.324891%,60.06
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Illinois Tool Works Inc.,ITW,0.318015%,94.99
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,State Street Corp.,STT,0.313721%,78.2
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,General Mills Inc.,GIS,0.312609%,52.48
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Charles Schwab Corp.,SCHW,0.310037%,29.68
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Johnson Controls Inc.,JCI,0.307605%,47.3
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Regeneron Pharmaceuticals Inc.,REGN,0.302021%,424.35
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Ecolab Inc.,ECL,0.295466%,104.64
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Marsh & McLennan Cos. Inc.,MMC,0.290047%,57.35
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Discover Financial Services,DFS,0.289142%,63.22
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Cognizant Technology Solutions Corp. Class A,CTSH,0.288721%,51.51
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Aetna Inc.,AET,0.288664%,88.12
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Deere & Co.,DE,0.282136%,87.99
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Air Products & Chemicals Inc.,APD,0.279383%,143.27
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Allstate Corp.,ALL,0.275398%,69.06
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,BB&T Corp.,BBT,0.266888%,38.18
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Viacom Inc. Class B,VIA,0.264928%,73.17
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Applied Materials Inc.,AMAT,0.263127%,23.79
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Public Storage,PSA,0.262408%,184.47
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CME Group Inc./IL,CME,0.262141%,88.48
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Vertex Pharmaceuticals Inc.,VRTX,0.260117%,120.78
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Cardinal Health Inc.,CAH,0.258922%,80.47
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Corning Inc.,GLW,0.258574%,21.19
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Cigna Corp.,CI,0.257122%,102.43
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Aflac Inc.,AFL,0.255836%,59.57
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Spectra Energy Corp.,SE,0.255389%,34.75
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Kinder Morgan Inc./DE,KMI,0.251425%,39.88
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Aon plc,AON,0.244410%,96.29
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Equity Residential,EQR,0.242538%,72.28
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Stryker Corp.,SYK,0.242159%,93.41
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Becton Dickinson and Co.,BDX,0.241609%,138.02
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Devon Energy Corp.,DVN,0.240322%,53.84
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,McGraw Hill Financial Inc.,MHFI,0.239830%,90.73
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Marathon Oil Corp.,MRO,0.234061%,26.25
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Chubb Corp.,CB,0.234031%,103.3
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Intercontinental Exchange Inc.,ICE,0.233543%,225.45
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Ameriprise Financial Inc.,AMP,0.231868%,133.89
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Intuit Inc.,INTU,0.227290%,93.37
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,HCA Holdings Inc.,HCA,0.227123%,73.56
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,PACCAR Inc.,PCAR,0.226263%,69.45
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,VF Corp.,VFC,0.225525%,73.33
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Waste Management Inc.,WM,0.223990%,49.07
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Broadcom Corp. Class A,BRCM,0.222116%,42.83
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Franklin Resources Inc.,BEN,0.222028%,56.39
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Health Care REIT Inc.,HCN,0.214103%,76.37
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Western Digital Corp.,WDC,0.213880%,108.04
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Avago Technologies Ltd. Class A,AVGO,0.212830%,100.55
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Humana Inc.,HUM,0.209463%,142.48
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,SanDisk Corp.,SNDK,0.208378%,101.73
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Moody's Corp.,MCO,0.204902%,96.17
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Macy's Inc.,M,0.204071%,61.22
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Noble Energy Inc.,NBL,0.203940%,45.39
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,SunTrust Banks Inc.,STI,0.203320%,41.02
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Prologis Inc.,PLD,0.203032%,42.89
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Delphi Automotive plc,DLPH,0.202715%,71.16
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,T. Rowe Price Group Inc.,TROW,0.202409%,84.21
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,AvalonBay Communities Inc.,AVB,0.199893%,164.31
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Perrigo Co. plc,PRGO,0.197569%,156.54
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Ventas Inc.,VTR,0.197367%,73.67
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,HCP Inc.,HCP,0.196956%,45.3
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Mead Johnson Nutrition Co.,MJN,0.196363%,101.99
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Mylan Inc./PA,MYL,0.194957%,54.71
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Chipotle Mexican Grill Inc. Class A,CMG,0.194103%,654.39
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Seagate Technology plc,STX,0.192715%,65.5
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Alcoa Inc.,AA,0.192378%,15.16
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,AmerisourceBergen Corp. Class A,ABC,0.189588%,92.55
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Keurig Green Mountain Inc.,GMCR,0.188828%,139.69
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Boston Properties Inc.,BXP,0.188297%,131.77
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Zimmer Holdings Inc.,ZMH,0.183180%,113.24
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Cerner Corp.,CERN,0.182637%,63.33
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Sherwin-Williams Co.,SHW,0.180566%,254.21
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Consolidated Edison Inc.,ED,0.180251%,64.43
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Agilent Technologies Inc.,A,0.179331%,40.62
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,O'Reilly Automotive Inc.,ORLY,0.178538%,191.87
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,St. Jude Medical Inc.,STJ,0.178523%,67.01
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Omnicom Group Inc.,OMC,0.177179%,77.51
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,AutoZone Inc.,AZO,0.176950%,602.39
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Intuitive Surgical Inc.,ISRG,0.174679%,506.12
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Weyerhaeuser Co.,WY,0.173618%,36.09
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Hartford Financial Services Group Inc.,HIG,0.173161%,41.17
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Dollar General Corp.,DG,0.173115%,69.15
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Host Hotels & Resorts Inc.,HST,0.172337%,23.73
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Boston Scientific Corp.,BSX,0.171909%,12.89
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Fiserv Inc.,FISV,0.169826%,69.93
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Symantec Corp.,SYMC,0.168476%,25.84
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,NXP Semiconductor NV,NXPI,0.168036%,74.95
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Ross Stores Inc.,ROST,0.167828%,90.82
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Estee Lauder Cos. Inc. Class A,EL,0.166102%,74.01
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Ingersoll-Rand plc,IR,0.165897%,63.1
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,DaVita HealthCare Partners Inc.,DVA,0.163869%,74.51
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Fifth Third Bancorp,FITB,0.163036%,20.06
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Sigma-Aldrich Corp.,SIAL,0.158354%,136.09
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,L Brands Inc.,LB,0.154880%,83.15
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Kellogg Co.,K,0.154640%,67.1
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Northern Trust Corp.,NTRS,0.154593%,66.86
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Michael Kors Holdings Ltd.,KORS,0.153971%,76.7
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Northeast Utilities,NU,0.153043%,51.68
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Hershey Co.,HSY,0.152420%,99.58
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Rockwell Automation Inc.,ROK,0.151921%,106.89
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Principal Financial Group Inc.,PFG,0.151560%,53.3
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Xerox Corp.,XRX,0.149651%,13.77
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Mosaic Co.,MOS,0.147462%,45.66
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Genuine Parts Co.,GPC,0.146222%,103.27
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Chesapeake Energy Corp.,CHK,0.144394%,16.71
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,WW Grainger Inc.,GWW,0.143093%,246.16
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Stanley Black & Decker Inc.,SWJ,0.142187%,601
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,ConAgra Foods Inc.,CAG,0.142121%,37.29
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Progressive Corp.,PGR,0.141729%,26.85
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Harley-Davidson Inc.,HOG,0.140168%,67.39
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Lincoln National Corp.,LNC,0.140133%,56.94
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,EQT Corp.,EQT,0.139790%,78.33
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,M&T Bank Corp.,MTB,0.139075%,123.98
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Regions Financial Corp.,RF,0.133866%,10.17
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Bed Bath & Beyond Inc.,BBBY,0.132801%,71.78
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Dr Pepper Snapple Group Inc.,DPS,0.132648%,71.03
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Kansas City Southern,KSU,0.131670%,111.87
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Whirlpool Corp.,WHR,0.131154%,184.46
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,NiSource Inc.,NI,0.129700%,40.79
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,FMC Technologies Inc.,FTI,0.129327%,44.02
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Loews Corp.,L,0.128617%,40.42
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Autodesk Inc.,ADSK,0.128525%,58.82
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,KLA-Tencor Corp.,KLAC,0.128254%,69.15
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,General Growth Properties Inc.,GGP,0.127790%,27.2
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,BorgWarner Inc.,BWA,0.127502%,53.41
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Bunge Ltd.,BG,0.127454%,92.84
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Clorox Co.,CLX,0.126211%,100.92
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Pentair plc,PNR,0.126190%,61.36
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Nielsen NV,NLSN,0.125475%,43.06
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Edwards Lifesciences Corp.,EW,0.124642%,132.07
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Lam Research Corp.,LRCX,0.123427%,79.8
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Dollar Tree Inc.,DLTR,0.121602%,67.76
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CarMax Inc.,KMX,0.121358%,59.51
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CR Bard Inc.,BCR,0.120429%,169.15
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Electronic Arts Inc.,EA,0.120020%,45.12
